id,opened,discussion,pullrequest,merged,closed,firstInsiderResponse,totalResponseByContributor,totalResponseByCollaborator,totalResponseByMembers,totalResponseByAuthor,totalResponseByOthers
26272,2023-03-01T00:25:47Z,2023-03-01T00:30:27Z,2023-03-01T00:25:47Z,,2023-03-02T15:25:44Z,2023-03-02T15:25:47Z,1,0,0,1,1
26273,2023-03-01T09:11:03Z,2023-03-02T03:13:35Z,,,2023-03-02T04:57:01Z,,0,0,0,1,1
26274,2023-03-01T14:07:11Z,2023-03-01T14:07:17Z,2023-03-01T14:07:11Z,,2023-03-01T20:31:19Z,2023-03-01T19:03:34Z,2,0,0,0,1
26275,2023-03-01T16:25:00Z,2023-03-01T16:34:24Z,2023-03-01T16:25:00Z,,2023-03-01T16:38:49Z,2023-03-01T16:37:48Z,2,0,1,0,1
26276,2023-03-01T17:52:53Z,,,,2023-03-01T17:52:56Z,,0,0,0,0,0
26277,2023-03-01T22:29:46Z,2023-03-03T05:40:16Z,,,,,0,0,0,1,1
26278,2023-03-02T02:34:13Z,2023-03-02T02:39:05Z,2023-03-02T02:34:13Z,,2023-03-02T03:04:02Z,,0,0,0,0,1
26072,2023-01-28T19:14:44Z,2023-01-28T20:45:31Z,,,2023-01-29T14:49:56Z,2023-01-29T13:05:06Z,0,1,0,2,0
26073,2023-01-29T11:10:30Z,2023-01-29T11:17:51Z,2023-01-29T11:10:30Z,,2023-01-29T13:07:42Z,,0,0,0,0,2
26074,2023-01-29T12:45:54Z,2023-01-29T12:52:43Z,2023-01-29T12:45:54Z,,2023-01-31T15:47:14Z,,0,0,0,0,1
26075,2023-01-29T15:05:11Z,2023-01-29T15:05:16Z,2023-01-29T15:05:11Z,,2023-01-29T15:26:22Z,,0,0,0,0,2
26076,2023-01-29T15:28:54Z,2023-01-29T15:28:59Z,2023-01-29T15:28:54Z,,2023-01-29T17:24:06Z,2023-01-29T17:24:06Z,0,1,0,0,2
26077,2023-01-30T03:38:53Z,2023-01-30T05:07:03Z,,,2023-01-30T05:23:09Z,2023-01-30T05:07:03Z,0,1,0,1,0
26078,2023-01-30T06:03:37Z,2023-01-30T06:30:35Z,2023-01-30T06:03:37Z,,2023-03-21T03:35:17Z,2023-01-30T06:30:35Z,21,2,0,12,1
26079,2023-01-30T15:07:38Z,2023-01-30T15:39:32Z,2023-01-30T15:07:38Z,,2023-01-30T17:23:03Z,,0,0,0,0,1
26080,2023-01-30T16:40:44Z,2023-01-30T16:47:27Z,2023-01-30T16:40:44Z,,2023-01-30T20:25:25Z,,0,0,0,0,1
26081,2023-01-30T21:08:45Z,2023-01-30T21:09:16Z,2023-01-30T21:08:45Z,,2023-01-31T13:25:06Z,2023-01-30T21:09:16Z,0,1,2,2,1
26082,2023-01-31T04:50:18Z,2023-01-31T04:57:26Z,2023-01-31T04:50:18Z,,2023-01-31T17:41:37Z,,0,0,0,0,1
26083,2023-01-31T04:51:57Z,2023-01-31T04:58:04Z,2023-01-31T04:51:57Z,,2023-02-01T04:33:31Z,,0,0,0,0,1
26084,2023-01-31T15:00:52Z,2023-01-31T15:08:36Z,2023-01-31T15:00:52Z,,2023-01-31T15:23:32Z,2023-01-31T15:23:15Z,1,0,1,1,1
26086,2023-02-01T03:52:32Z,2023-02-01T03:59:19Z,2023-02-01T03:52:32Z,,2023-02-01T17:56:54Z,,0,0,0,0,1
26087,2023-02-01T04:20:40Z,2023-02-01T04:26:54Z,2023-02-01T04:20:40Z,,2023-02-01T08:59:42Z,,0,0,0,0,1
26088,2023-02-01T06:24:46Z,2023-02-01T06:32:16Z,2023-02-01T06:24:46Z,,2023-02-09T16:07:50Z,2023-02-03T14:09:30Z,2,0,2,1,1
26089,2023-02-01T07:03:01Z,,,,,,0,0,0,0,0
26090,2023-02-01T09:14:14Z,2023-02-03T15:18:02Z,,,2023-02-03T17:47:40Z,2023-02-03T17:47:40Z,0,0,1,1,1
26091,2023-02-01T14:18:27Z,2023-02-01T15:40:26Z,,,,2023-02-01T15:40:26Z,0,0,4,3,0
26092,2023-02-01T19:25:16Z,2023-02-01T19:32:47Z,,,2023-02-01T22:26:12Z,2023-02-01T19:32:47Z,0,0,1,1,0
26093,2023-02-02T04:38:21Z,2023-02-02T20:17:57Z,2023-02-02T04:38:21Z,,2023-02-02T20:31:00Z,,0,0,0,0,1
26094,2023-02-02T06:43:01Z,,,,,,0,0,0,0,0
26095,2023-02-02T08:53:46Z,2023-02-02T16:42:28Z,,,,2023-02-02T16:42:28Z,0,1,0,0,0
26096,2023-02-02T19:25:00Z,2023-02-02T19:32:47Z,2023-02-02T19:25:00Z,,2023-02-02T21:19:06Z,,0,0,0,0,1
26097,2023-02-02T21:40:13Z,2023-02-02T21:47:17Z,2023-02-02T21:40:13Z,,2023-02-09T19:40:18Z,2023-02-09T19:40:21Z,1,0,0,1,1
26098,2023-02-02T21:40:41Z,2023-02-02T21:49:23Z,2023-02-02T21:40:41Z,,2023-02-09T19:40:19Z,2023-02-09T19:40:22Z,1,0,0,1,1
26099,2023-02-02T22:55:55Z,2023-02-04T06:39:17Z,,,,,0,0,0,0,2
26100,2023-02-02T23:38:35Z,2023-02-02T23:45:36Z,2023-02-02T23:38:35Z,,2023-02-03T00:20:34Z,,0,0,0,0,1
26101,2023-02-03T12:04:52Z,2023-02-03T12:04:57Z,2023-02-03T12:04:51Z,,2023-02-03T19:07:14Z,,0,0,0,0,2
26102,2023-02-03T16:17:32Z,2023-02-08T16:31:58Z,,,2023-02-08T16:31:58Z,2023-02-08T16:31:58Z,2,0,0,2,0
26103,2023-02-03T16:26:46Z,2023-02-24T03:31:33Z,,,2023-03-02T10:12:01Z,2023-02-24T03:31:33Z,0,0,1,1,0
26104,2023-02-03T18:43:03Z,2023-02-03T18:49:26Z,2023-02-03T18:43:03Z,,2023-02-09T22:07:40Z,,0,0,0,0,1
26105,2023-02-03T20:10:01Z,2023-02-03T20:16:58Z,2023-02-03T20:10:01Z,,,,0,0,0,0,1
26106,2023-02-03T20:56:53Z,2023-02-07T22:56:56Z,2023-02-03T20:56:52Z,,2023-02-10T06:59:29Z,,0,0,0,0,2
26107,2023-02-03T22:38:13Z,,,,,,0,0,0,0,0
26108,2023-02-04T10:55:15Z,2023-02-04T17:43:32Z,,,2023-03-20T02:12:01Z,,0,0,0,0,2
26109,2023-02-04T11:28:46Z,2023-02-04T18:47:24Z,,,2023-02-08T10:53:26Z,2023-02-08T10:53:26Z,0,1,0,2,2
26110,2023-02-04T22:47:49Z,,2023-02-04T22:47:49Z,,2023-02-04T22:58:55Z,,0,0,0,0,0
26111,2023-02-06T04:46:55Z,2023-02-06T04:53:53Z,2023-02-06T04:46:55Z,,2023-02-06T15:50:53Z,,0,0,0,0,1
26112,2023-02-06T05:42:35Z,,,,2023-02-09T12:47:52Z,,0,0,0,0,0
26113,2023-02-06T09:10:24Z,2023-02-06T09:16:50Z,2023-02-06T09:10:24Z,,,,0,0,0,0,2
26114,2023-02-06T11:38:57Z,2023-02-06T11:46:47Z,2023-02-06T11:38:57Z,,2023-02-10T18:19:27Z,2023-02-08T19:09:27Z,0,2,0,1,1
26115,2023-02-06T18:05:41Z,2023-02-07T09:45:14Z,2023-02-06T18:05:41Z,,2023-02-09T12:37:17Z,2023-02-08T16:14:54Z,2,2,0,2,1
26116,2023-02-06T19:29:11Z,2023-02-06T19:35:49Z,2023-02-06T19:29:11Z,,2023-02-07T20:10:02Z,2023-02-06T19:48:10Z,0,1,0,1,1
26117,2023-02-06T19:38:14Z,2023-02-06T19:45:05Z,2023-02-06T19:38:14Z,,2023-02-06T20:54:14Z,,0,0,0,0,1
26118,2023-02-07T05:05:12Z,2023-02-07T05:10:38Z,2023-02-07T05:05:12Z,,2023-02-07T17:09:30Z,,0,0,0,0,1
26119,2023-02-07T09:40:15Z,2023-02-07T13:56:21Z,,,,2023-02-07T13:56:21Z,1,1,0,1,0
26120,2023-02-07T16:19:30Z,,2023-02-07T16:19:30Z,,2023-02-07T16:57:44Z,,0,0,0,0,0
26121,2023-02-07T16:29:02Z,2023-02-07T16:34:47Z,2023-02-07T16:29:02Z,,2023-02-13T20:46:00Z,,0,0,0,0,1
26122,2023-02-07T18:02:52Z,2023-02-08T21:24:36Z,2023-02-07T18:02:52Z,,2023-02-09T01:00:22Z,2023-02-08T23:09:23Z,2,0,0,1,1
26123,2023-02-07T21:03:28Z,2023-02-07T21:10:07Z,2023-02-07T21:03:28Z,,,,0,0,0,0,1
26124,2023-02-08T03:19:52Z,2023-02-08T03:25:30Z,2023-02-08T03:19:52Z,,2023-02-10T00:45:06Z,2023-02-14T10:38:35Z,1,0,1,0,1
26125,2023-02-08T08:13:43Z,2023-02-09T19:37:21Z,,,2023-02-09T19:37:22Z,2023-02-09T19:37:21Z,0,0,1,0,0
26126,2023-02-08T08:50:14Z,2023-02-08T09:58:14Z,,,2023-02-08T10:52:55Z,2023-02-08T09:58:14Z,2,1,0,2,0
26127,2023-02-08T11:17:19Z,2023-02-08T11:22:19Z,2023-02-08T11:17:19Z,,2023-02-09T10:54:36Z,,0,0,0,0,1
26128,2023-02-08T15:00:05Z,2023-02-08T17:26:10Z,,,2023-02-09T12:35:25Z,2023-02-08T17:26:10Z,0,3,0,2,0
26129,2023-02-08T19:05:29Z,2023-02-08T19:12:28Z,2023-02-08T19:05:29Z,,2023-02-08T19:32:39Z,,0,0,0,0,1
26130,2023-02-09T05:06:31Z,2023-02-09T05:12:11Z,2023-02-09T05:06:31Z,,2023-02-09T12:47:50Z,,0,0,0,0,1
26131,2023-02-09T11:01:51Z,2023-02-20T18:45:56Z,,,,,0,0,0,0,7
26132,2023-02-09T16:02:19Z,2023-02-24T03:08:16Z,,,2023-02-24T03:08:16Z,2023-02-24T03:08:16Z,0,0,1,0,0
26133,2023-02-09T16:39:04Z,,2023-02-09T16:39:04Z,,2023-02-09T17:00:11Z,,0,0,0,0,0
26134,2023-02-09T17:25:33Z,2023-02-09T17:25:38Z,2023-02-09T17:25:33Z,,2023-02-09T17:25:55Z,,0,0,0,0,2
26135,2023-02-09T17:28:02Z,2023-02-09T17:52:23Z,,,,,0,0,0,1,0
26136,2023-02-09T18:02:14Z,2023-02-09T18:02:19Z,2023-02-09T18:02:14Z,,,,0,0,0,0,3
26137,2023-02-09T18:38:42Z,2023-02-09T18:44:08Z,2023-02-09T18:38:42Z,,2023-02-09T18:51:48Z,,0,0,0,0,1
26138,2023-02-09T21:38:17Z,,,,2023-02-09T22:20:54Z,,0,0,0,0,0
26139,2023-02-09T21:39:23Z,,,,2023-02-15T09:21:59Z,,0,0,0,0,0
26140,2023-02-09T22:56:57Z,2023-02-09T23:03:25Z,2023-02-09T22:56:57Z,,2023-02-09T23:08:38Z,,0,0,0,0,1
26141,2023-02-09T23:03:11Z,2023-02-09T23:09:51Z,2023-02-09T23:03:11Z,,2023-02-10T16:28:31Z,,0,0,0,0,1
26142,2023-02-09T23:04:45Z,2023-02-09T23:10:34Z,2023-02-09T23:04:45Z,,2023-02-10T08:58:58Z,,0,0,0,0,1
26143,2023-02-09T23:29:55Z,2023-02-09T23:34:55Z,2023-02-09T23:29:55Z,,2023-02-09T23:44:38Z,,0,0,0,0,1
26144,2023-02-09T23:31:59Z,2023-02-09T23:37:43Z,2023-02-09T23:31:59Z,,2023-02-10T18:39:15Z,2023-02-10T18:39:08Z,0,0,1,0,1
26145,2023-02-10T07:01:53Z,2023-02-10T07:01:58Z,2023-02-10T07:01:53Z,,2023-02-10T08:57:45Z,2023-02-10T08:57:45Z,0,1,0,0,2
26146,2023-02-10T08:23:57Z,,,,,,0,0,0,0,0
26147,2023-02-10T11:33:26Z,2023-02-14T07:06:24Z,,,2023-02-14T10:26:19Z,2023-02-14T10:26:19Z,0,1,0,0,1
26148,2023-02-10T15:52:08Z,2023-02-10T15:57:40Z,2023-02-10T15:52:08Z,,2023-02-10T16:23:49Z,,0,0,0,0,1
26149,2023-02-10T17:36:03Z,2023-02-24T03:07:00Z,,,2023-02-24T03:07:00Z,2023-02-24T03:07:00Z,0,0,1,0,0
26150,2023-02-10T18:55:57Z,2023-02-10T19:02:26Z,2023-02-10T18:55:57Z,,2023-02-10T19:06:15Z,,0,0,0,0,1
26151,2023-02-10T19:49:47Z,2023-02-10T19:55:21Z,2023-02-10T19:49:47Z,,2023-02-10T19:59:02Z,2023-02-10T19:59:05Z,1,0,0,1,1
26152,2023-02-10T21:04:34Z,2023-02-10T21:10:33Z,2023-02-10T21:04:34Z,,2023-02-10T21:35:51Z,,0,0,0,0,1
26153,2023-02-10T21:45:45Z,2023-02-10T21:51:17Z,2023-02-10T21:45:45Z,,2023-02-11T20:47:20Z,2023-02-11T17:06:35Z,1,0,0,0,1
26154,2023-02-11T06:37:52Z,2023-02-11T06:43:12Z,2023-02-11T06:37:52Z,,2023-03-07T03:52:36Z,,0,0,0,0,1
26155,2023-02-11T12:09:39Z,2023-02-11T12:14:42Z,2023-02-11T12:09:39Z,,2023-02-11T15:20:44Z,2023-02-11T15:20:40Z,0,1,0,1,1
26156,2023-02-12T05:31:50Z,,,,2023-02-12T05:42:43Z,,0,0,0,0,0
26157,2023-02-12T05:37:13Z,2023-02-12T05:43:53Z,2023-02-12T05:37:13Z,,2023-02-12T05:42:05Z,,0,0,0,0,1
26158,2023-02-12T14:12:17Z,2023-02-12T14:12:22Z,2023-02-12T14:12:17Z,,2023-03-17T14:48:45Z,,0,0,0,0,8
26159,2023-02-12T15:37:41Z,2023-02-12T15:43:10Z,2023-02-12T15:37:41Z,,2023-02-12T21:03:32Z,2023-02-12T21:03:19Z,0,0,1,0,1
26160,2023-02-13T14:59:47Z,,,,,,0,0,0,0,0
26161,2023-02-13T19:28:44Z,2023-02-13T19:35:19Z,2023-02-13T19:28:44Z,,2023-02-13T20:47:42Z,,0,0,0,0,1
26162,2023-02-14T01:35:00Z,2023-02-14T01:36:16Z,2023-02-14T01:35:00Z,,,,0,0,0,0,1
26163,2023-02-14T20:39:19Z,2023-02-14T20:45:11Z,2023-02-14T20:39:19Z,,,,0,0,0,0,1
26164,2023-02-15T05:33:17Z,2023-02-15T05:33:22Z,2023-02-15T05:33:17Z,,2023-02-15T11:46:30Z,2023-02-15T11:46:30Z,0,1,0,0,3
26165,2023-02-15T10:07:12Z,,,,,,0,0,0,0,0
26166,2023-02-15T10:54:20Z,,,,2023-02-15T11:06:20Z,,0,0,0,0,0
26167,2023-02-15T11:57:43Z,2023-02-15T11:57:53Z,,,2023-04-06T14:16:31Z,,0,0,0,3,1
26168,2023-02-15T15:55:40Z,,,,2023-02-15T16:32:31Z,,0,0,0,0,0
26169,2023-02-15T22:19:15Z,2023-02-15T22:24:46Z,2023-02-15T22:19:15Z,,2023-02-21T17:10:24Z,,0,0,0,0,1
26170,2023-02-15T23:07:07Z,2023-02-15T23:38:01Z,,,,,0,0,0,1,0
26171,2023-02-16T04:24:57Z,2023-02-16T04:25:50Z,2023-02-16T04:24:57Z,,2023-02-16T10:11:13Z,2023-02-16T04:25:50Z,1,0,0,1,1
26172,2023-02-16T06:18:46Z,2023-02-16T06:24:54Z,2023-02-16T06:18:46Z,,2023-02-16T16:01:53Z,2023-02-16T16:34:23Z,0,0,1,0,1
